epoch,acc,loss,lr,val_acc,val_loss
57,0.7583253282100544,1.1339041682111122,3.1622778e-06,0.5796,2.005480248260498
58,0.7610270573166826,1.1281713630921788,3.1622778e-06,0.5809,2.0042775239944457
59,0.7616874799871918,1.1238953341210152,3.1622778e-06,0.5802,2.009022259902954
60,0.7613272494396414,1.1214220874629417,1.0000001e-06,0.5792,2.009453867340088
61,0.7624879923150817,1.122240406597344,1.0000001e-06,0.582,2.0032376026153567
62,0.7630083253282101,1.1184507299225337,1.0000001e-06,0.5812,1.9997677583694458
63,0.761867595260967,1.121761211362589,1.0000001e-06,0.5808,2.0022427322387695
64,0.7599263528658341,1.127608828234665,1.0000001e-06,0.581,2.0058155263900757
65,0.7628641165172856,1.122813224678003,5e-07,0.5805,2.006925729370117
66,0.7632727418321589,1.122696077457076,5e-07,0.58,2.0070751094818116
67,0.7638088376560999,1.1122412899538296,5e-07,0.5802,2.004561601257324
68,0.7634686199167467,1.124254081785927,5e-07,0.5799,2.0085897258758543
69,0.7620076849183477,1.117835473678374,5e-07,0.581,2.007285348510742
70,0.759345981428114,1.1286371135955966,5e-07,0.5795,2.001197674560547
71,0.7613072366314442,1.1210658622788117,5e-07,0.5792,2.007062635421753
72,0.7630483509446045,1.1144241265406258,5e-07,0.5807,2.0025554628372193
73,0.7637487992315082,1.1223517473103564,5e-07,0.5804,2.0087011428833006
74,0.761867595260967,1.1230284105765678,5e-07,0.5792,2.0151478618621828
75,0.7609470060838937,1.1241838398782862,5e-07,0.5797,2.0096576475143433
76,0.7629482869036183,1.120653226632855,5e-07,0.5812,2.0073888214111326
77,0.7629482869036183,1.120724791065073,5e-07,0.5812,2.0085566955566407
78,0.7631284021773935,1.1193685478939677,5e-07,0.5811,2.008175379371643
79,0.7608034571062741,1.1238964617099714,5e-07,0.579,2.0063993349075315
80,0.7614109545163357,1.126171228749717,5e-07,0.5814,2.0068496850967406
81,0.7626881203970541,1.1181625164436904,5e-07,0.5812,2.007226947402954
82,0.7624079410822927,1.123441209367098,5e-07,0.5799,2.008834613800049
83,0.7602265449887928,1.1243003997480567,5e-07,0.5805,2.005896794128418
84,0.7636887608069164,1.114924736523758,5e-07,0.5807,2.0056906383514406
85,0.7639689401216778,1.1166056388087888,5e-07,0.58,2.0047933261871336
86,0.7631884406019853,1.1219185028479262,5e-07,0.5813,2.0007379127502443
87,0.7618275696445725,1.1191340174920812,5e-07,0.5793,2.0109530006408693
88,0.7620477105347422,1.123177238965775,5e-07,0.5817,2.0048304754257202
89,0.765044814340589,1.114484024261543,5e-07,0.5806,2.001219243812561
90,0.7601297245355542,1.1230540306884307,5e-07,0.58,2.006492205619812
91,0.7626240396927016,1.1194594410866996,5e-07,0.5794,2.011799861526489
92,0.7632927610506086,1.1208185942069144,5e-07,0.5815,1.9987326946258546
93,0.7641290425872559,1.1122399151916882,5e-07,0.5796,2.010606061553955
94,0.7637087736151137,1.1208454359619808,5e-07,0.5801,2.0083483493804932
95,0.7646894012167788,1.1190708540511216,5e-07,0.5806,2.004517680358887
96,0.7625880563560679,1.1215584109961663,5e-07,0.5804,2.008960419845581
97,0.7625080051232789,1.1136844232225127,5e-07,0.5797,2.0037827045440673
98,0.7654298751200769,1.114229142150549,5e-07,0.5805,2.005597016143799
99,0.7615273775216138,1.1202554036667818,5e-07,0.5812,2.0037609107971193
100,0.7638288504642972,1.1171610650060424,5e-07,0.5795,2.0095467224121095
101,0.7615674031380083,1.1224495325949648,5e-07,0.5815,2.0036758838653563
102,0.7640890169708614,1.1122521251735877,5e-07,0.5802,2.006197721862793
103,0.7605233674775929,1.1232603871181284,5e-07,0.5804,2.0132533254623413
104,0.7611907431133889,1.1150552512628005,5e-07,0.5814,2.0077482301712037
105,0.7626280819724623,1.1150961644444144,5e-07,0.5804,2.0070366191864015
106,0.7623879282740954,1.1183683155554822,5e-07,0.5806,2.0052902397155763
107,0.7613872878642332,1.1162337559062703,5e-07,0.5815,2.003920683479309
108,0.7646693884085815,1.1230411445182216,5e-07,0.5815,2.002505179595947
109,0.7648695164905539,1.1141940815648015,5e-07,0.5795,2.008476798439026
110,0.761503681177977,1.1164108419769398,5e-07,0.5795,2.006653346633911
111,0.7642691322446366,1.1175479188852497,5e-07,0.5798,2.011119905090332
112,0.765554932735426,1.1108246757234235,5e-07,0.5805,2.0036484552383422
113,0.7622878642331092,1.1179203513032765,5e-07,0.5811,2.007129677963257
114,0.7652697726544989,1.1131227925691778,5e-07,0.5807,2.0092741199493407
115,0.7640289785462696,1.118388492977852,5e-07,0.5805,2.0081191913604735
116,0.763304257362356,1.115093662056514,5e-07,0.5795,2.012481887435913
117,0.7653147021140295,1.1033248578333688,5e-07,0.5796,2.0086937576293944
118,0.7632684918347743,1.110890428950456,5e-07,0.5815,2.010079083633423
119,0.7627681716298431,1.113828772121311,5e-07,0.5816,2.006596054649353
120,0.7624279538904899,1.1149345110747588,5e-07,0.5793,2.0099179779052734
121,0.7617275056035863,1.1189388908371878,5e-07,0.579,2.009994829750061
122,0.7646894012167788,1.1153262509316386,5e-07,0.5823,2.0052457599639895
123,0.7647294268331732,1.1094277781475212,5e-07,0.5804,2.0116538343429564
124,0.7632684918347743,1.1111907816605044,5e-07,0.5806,2.0107874828338623
125,0.7631284021773935,1.1193157486376608,5e-07,0.581,2.00568359375
126,0.7628682356708293,1.1135801687249762,5e-07,0.5804,2.010794051170349
127,0.7635886967659302,1.1117945885833853,5e-07,0.5803,2.009799732589722
128,0.7627681716298431,1.1163736860071891,5e-07,0.5792,2.0114698333740235
129,0.7643491834774255,1.1129708356136623,5e-07,0.579,2.011781464767456
130,0.7647094140249759,1.1170812620782258,5e-07,0.5799,2.0079660625457763
131,0.763248479026577,1.1156142380922374,5e-07,0.581,2.0084119829177856
132,0.7643291706692283,1.1107249441072036,5e-07,0.5795,2.012925460243225
133,0.7655449743918054,1.108867528916321,5e-07,0.5809,2.0056307085037233
134,0.7630525304292121,1.1111155155375552,5e-07,0.5807,2.0079933221817017
135,0.7628081972462376,1.116616408221049,5e-07,0.5819,2.008716149139404
136,0.7625680435478707,1.1135654835757482,5e-07,0.5805,2.006266082572937
137,0.761867595260967,1.114222550827305,5e-07,0.5798,2.010315152168274
138,0.7661503362151777,1.1068302444109275,5e-07,0.5801,2.009840403366089
139,0.764469260326609,1.1134401235754505,5e-07,0.5799,2.010987440109253
140,0.7674911943643932,1.1026418489444878,5e-07,0.5794,2.0128448097229006
141,0.7644892731348063,1.108955009755438,5e-07,0.5805,2.0034757751464842
142,0.7636287223823247,1.1142822502898437,5e-07,0.5811,2.0046306644439698
143,0.7636887608069164,1.1104853939177934,5e-07,0.5807,2.00658838596344
144,0.766250400256164,1.1094458453593405,5e-07,0.5808,2.007708698272705
