epoch,acc,loss,lr,val_acc,val_loss
30,0.7045308997758566,1.259680085521152,0.000100000005,0.5984,1.723850234222412
31,0.7041106308037144,1.2526935936356445,0.000100000005,0.601,1.7528785423278808
32,0.7080331412103746,1.240966841268341,0.000100000005,0.5919,1.7602867641448974
33,0.7117355107268651,1.225462451448358,0.000100000005,0.5915,1.7705853857040406
34,0.7148975344220301,1.2148612875454403,0.000100000005,0.5894,1.7800770685195924
35,0.728386167146974,1.1612363924706857,3.1622778e-05,0.6061,1.6863461219787597
36,0.7311079090617996,1.1528419607005516,3.1622778e-05,0.6079,1.6842967876434327
37,0.7322886647454371,1.149094223479907,3.1622778e-05,0.6049,1.6899704919815064
38,0.7363312520012808,1.1381376756714812,3.1622778e-05,0.6036,1.68888491230011
39,0.7355707652897855,1.1350101338645184,3.1622778e-05,0.6096,1.6965404602050782
40,0.739032981107909,1.1252972721633643,3.1622778e-05,0.6097,1.6789080837249757
41,0.739353186039065,1.1240230006664715,3.1622778e-05,0.6086,1.6904978481292725
42,0.7401536983669549,1.1177628075240553,3.1622778e-05,0.6047,1.6925242671966552
43,0.7406940441882806,1.1145706879875044,3.1622778e-05,0.6064,1.7021956727981566
44,0.7406169974391805,1.113713705509176,3.1622778e-05,0.6044,1.6970008462905883
45,0.7420924087123638,1.1101553389691603,3.1622778e-05,0.6072,1.6947527013778687
46,0.7497598463016331,1.0846734840710348,1.0000001e-05,0.6095,1.6872569299697875
47,0.7496397694524496,1.0813135533542004,1.0000001e-05,0.6107,1.6841893056869506
48,0.7498999359590137,1.0770947294971174,1.0000001e-05,0.6087,1.6850014610290527
49,0.7537023695164905,1.0764104467036821,1.0000001e-05,0.611,1.6838532640457153
50,0.7508605507524816,1.0787758310368685,1.0000001e-05,0.6091,1.6861185949325561
51,0.754062600064041,1.0700709776850874,3.1622778e-06,0.6108,1.682550181388855
52,0.7557837015690042,1.0657893306660111,3.1622778e-06,0.6102,1.6861801649093628
53,0.7560638808837656,1.064670003227725,3.1622778e-06,0.6116,1.6836535770416259
54,0.7527017291066282,1.064842725235264,3.1622778e-06,0.6111,1.6841882474899292
55,0.7557636887608069,1.0605695059465132,3.1622778e-06,0.6095,1.688389556121826
56,0.7557818501920615,1.060760063680888,1.0000001e-06,0.6103,1.68455430393219
57,0.7548846893017297,1.0613952727366684,1.0000001e-06,0.6116,1.6797680959701538
58,0.7565642010886968,1.0588882553092647,1.0000001e-06,0.6117,1.6830406600952148
59,0.7549831892411143,1.0651571695483193,1.0000001e-06,0.6116,1.6815570812225342
60,0.7574023687580026,1.0633761315354922,1.0000001e-06,0.612,1.6819686189651488
61,0.7553451313260731,1.0626196605818612,5e-07,0.6116,1.6792142757415771
62,0.7571845981428114,1.058153908564958,5e-07,0.6109,1.6822479232788086
63,0.7564040986231187,1.0590315049098464,5e-07,0.6109,1.683382730293274
64,0.7557236631444124,1.0645103871421557,5e-07,0.6118,1.6816383533477783
65,0.7551032660902978,1.0614354795956131,5e-07,0.6119,1.6796914171218873
66,0.7574047390329811,1.0595291080361866,5e-07,0.6115,1.6835934396743775
67,0.7554034582132565,1.0588029686587002,5e-07,0.6122,1.6790988384246825
68,0.7557236631444124,1.0585927635173633,5e-07,0.6104,1.6834960441589355
69,0.7573246878001921,1.0604473775753103,5e-07,0.6093,1.6854551273345948
70,0.7548831252001281,1.058803729548349,5e-07,0.6112,1.6803769638061523
